기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
20191,A,골목상권,3110013,체부동홍종문가옥,87,57,30,0,11,25,20,19,12,0,2,18,14,13,10,0,9,7,6,6,2
20191,D,발달상권,3120062,신설동역,11307,4711,6596,32,1358,2643,3377,2575,1322,12,439,1343,1338,898,681,20,919,1300,2039,1677,641
20191,A,골목상권,3110023,서울대병원,131,46,85,3,34,16,27,33,18,2,7,6,9,10,12,1,27,10,18,23,6
20191,R,전통시장,3130011,충신시장,342,201,141,4,76,107,87,54,14,3,39,72,47,30,10,1,37,35,40,24,4
20191,R,전통시장,3130018,동대문문구완구거리(동대문문구완구시장),271,166,105,0,20,55,74,66,56,0,10,40,45,40,31,0,10,15,29,26,25
20191,A,골목상권,3110014,경복고등학교,184,63,121,1,52,35,35,34,27,1,11,10,15,14,12,0,41,25,20,20,15
20191,A,골목상권,3110010,평창동서측,376,149,227,2,54,48,54,109,109,2,13,23,26,42,43,0,41,25,28,67,66
20191,A,골목상권,3110001,이북5도청사,159,84,75,0,11,25,53,46,24,0,8,12,34,21,9,0,3,13,19,25,15
20191,A,골목상권,3110021,성균관대학교,340,156,184,0,69,76,58,62,75,0,23,37,25,24,47,0,46,39,33,38,28
20191,A,골목상권,3110020,서울국제고등학교,270,136,134,2,39,74,54,61,40,2,12,34,35,28,25,0,27,40,19,33,15
20191,D,발달상권,3120034,중구청(퇴계로4가),4501,2630,1871,14,399,959,1224,1200,705,6,144,441,701,830,508,8,255,518,523,370,197
20191,D,발달상권,3120035,퇴계로5가,2130,1470,660,2,320,587,647,381,193,0,166,392,489,286,137,2,154,195,158,95,56
20191,U,관광특구,3001493,동대문패션타운 관광특구,20370,10931,9439,48,4280,6953,4679,2908,1502,18,1975,3696,2761,1623,858,30,2305,3257,1918,1285,644
20191,D,발달상권,3120025,롯데백화점(시청광장 지하쇼핑센터),28044,9490,18554,202,13659,8529,3983,1483,188,64,3479,2720,2163,945,119,138,10180,5809,1820,538,69
20191,A,골목상권,3110051,한양공고앞 교차로,178,115,63,0,13,33,53,52,27,0,7,19,34,33,22,0,6,14,19,19,5
20191,R,전통시장,3130046,team204(팀204),110,58,52,0,21,31,14,21,23,0,3,17,7,14,17,0,18,14,7,7,6
20191,R,전통시장,3130050,청평화시장,3306,1376,1930,6,840,1379,659,283,139,5,353,590,248,115,65,1,487,789,411,168,74
20191,R,전통시장,3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",1162,624,538,0,202,283,284,258,135,0,113,166,147,126,72,0,89,117,137,132,63
20191,D,발달상권,3120018,중림동,6123,3372,2751,11,938,1583,1558,1289,744,5,320,783,978,830,456,6,618,800,580,459,288
20191,A,골목상권,3110042,남산골공원옆,1456,909,547,6,232,426,420,265,107,3,90,262,297,189,68,3,142,164,123,76,39
20191,A,골목상권,3110039,회현역 1번,109,50,59,0,12,24,22,26,25,0,5,13,11,11,10,0,7,11,11,15,15
20191,A,골목상권,3110075,숙대입구역 1번,2104,1509,595,28,444,561,550,330,191,18,238,441,404,248,160,10,206,120,146,82,31
20191,A,골목상권,3110063,효창공원앞역 5번,844,528,316,1,63,186,221,169,204,0,33,129,146,97,123,1,30,57,75,72,81
20191,A,골목상권,3110080,해방촌예술마을,350,160,190,2,74,90,83,63,38,1,21,39,43,35,21,1,53,51,40,28,17
20191,A,골목상권,3110073,삼각지역 3번,2457,1842,615,3,226,501,588,687,452,3,118,374,501,515,331,0,108,127,87,172,121
20191,A,골목상권,3110061,효창동주민센터,777,450,327,1,85,181,265,193,52,0,38,102,158,114,38,1,47,79,107,79,14
20191,A,골목상권,3110117,성동구보건소,202,137,65,0,12,58,52,56,24,0,7,38,38,38,16,0,5,20,14,18,8
20191,A,골목상권,3110116,청계천박물관,5289,3843,1446,13,383,894,1245,1872,882,12,234,619,974,1358,646,1,149,275,271,514,236
20191,R,전통시장,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",217,110,107,4,39,45,54,45,30,3,26,27,22,20,12,1,13,18,32,25,18
20191,A,골목상권,3110128,성원중학교,1196,732,464,7,163,234,303,345,144,4,76,148,182,211,111,3,87,86,121,134,33
20191,D,발달상권,3120051,뚝섬역,19133,10007,9126,124,5134,6041,4237,2793,804,53,2338,3748,2446,972,450,71,2796,2293,1791,1821,354
20191,R,전통시장,3130070,뚝섬역상점가,3366,2229,1137,8,687,1072,898,467,234,4,322,736,626,359,182,4,365,336,272,108,52
20191,A,골목상권,3110136,경수초등학교,5743,3884,1859,25,1007,1485,1412,1224,590,19,529,1007,1009,851,469,6,478,478,403,373,121
20191,A,골목상권,3110132,성수2가3동주민센터,1193,818,375,1,205,295,312,239,141,1,118,210,220,156,113,0,87,85,92,83,28
20191,A,골목상권,3110102,옥수역 6번,280,148,132,2,61,66,65,58,28,1,27,35,36,34,15,1,34,31,29,24,13
20191,R,전통시장,3130066,행당시장상점가,877,428,449,6,177,196,226,167,105,2,51,102,112,93,68,4,126,94,114,74,37
20191,R,전통시장,3130067,왕십리도선동상점가,2126,777,1349,11,666,611,485,234,119,4,196,254,172,95,56,7,470,357,313,139,63
20191,A,골목상권,3110130,답십리역 6번,124,43,81,0,9,21,21,35,38,0,6,11,9,8,9,0,3,10,12,27,29
20191,A,골목상권,3110178,장로회신학대학교,67,21,46,0,2,16,18,24,7,0,0,7,5,5,4,0,2,9,13,19,3
20191,D,발달상권,3120058,구의사거리,755,347,408,0,106,154,184,195,116,0,24,74,91,97,61,0,82,80,93,98,55
20191,A,골목상권,3110169,성동초등학교,352,173,179,0,46,78,94,80,54,0,17,38,47,35,36,0,29,40,47,45,18
20191,A,골목상권,3110159,구의역 4번,920,466,454,6,169,188,184,226,147,2,78,96,91,112,87,4,91,92,93,114,60
20191,A,골목상권,3110143,뚝섬유원지역 1번,30,9,21,0,7,5,6,11,1,0,2,1,1,5,0,0,5,4,5,6,1
20191,A,골목상권,3110140,건대입구역 6번,1058,630,428,4,178,262,265,221,128,1,103,177,172,109,68,3,75,85,93,112,60
20191,R,전통시장,3130082,면곡골목시장,68,24,44,0,2,3,12,28,23,0,2,1,4,10,7,0,0,2,8,18,16
20191,A,골목상권,3110209,답십리 장령당공원,239,151,88,0,21,38,57,49,74,0,8,19,34,33,57,0,13,19,23,16,17
20191,A,골목상권,3110220,외대앞역 1번,412,191,221,3,94,96,94,77,48,2,39,59,42,33,16,1,55,37,52,44,32
20191,A,골목상권,3110214,경희대후문,86,44,42,0,15,19,24,15,13,0,8,12,8,6,10,0,7,7,16,9,3
20191,R,전통시장,3130104,전곡시장,153,79,74,0,20,20,44,51,18,0,10,12,23,23,11,0,10,8,21,28,7
20191,A,골목상권,3110231,장안교,45,34,11,0,4,9,18,10,4,0,3,8,12,8,3,0,1,1,6,2,1
20191,A,골목상권,3110202,전농1동주민센터(전농시장),233,91,142,0,28,38,52,69,46,0,12,20,27,27,5,0,16,18,25,42,41
20191,A,골목상권,3110206,텃골근린공원,255,140,115,3,31,45,85,61,30,1,13,20,51,37,18,2,18,25,34,24,12
20191,A,골목상권,3110216,전농중학교,265,102,163,0,35,72,71,56,31,0,13,30,25,22,12,0,22,42,46,34,19
20191,R,전통시장,3130086,서울약령시장,1913,1166,747,3,180,327,489,536,378,1,94,198,269,344,260,2,86,129,220,192,118
20191,R,전통시장,3130088,경동시장,245,162,83,0,26,36,58,67,58,0,16,24,42,42,38,0,10,12,16,25,20
20191,R,전통시장,3130092,청량리농수산물시장,59,44,15,1,1,9,17,20,11,1,1,9,15,10,8,0,0,0,2,10,3
20191,A,골목상권,3110190,고대앞사거리,213,95,118,0,31,51,52,46,33,0,5,26,29,20,15,0,26,25,23,26,18
20191,A,골목상권,3110215,회기역 1번,63,22,41,0,20,15,14,9,5,0,6,8,5,2,1,0,14,7,9,7,4
20191,A,골목상권,3110274,서일대학교,437,200,237,2,59,86,96,105,89,1,11,44,42,54,48,1,48,42,54,51,41
20191,A,골목상권,3110268,망우3동주민센터,162,75,87,1,17,31,40,50,23,0,2,17,21,23,12,1,15,14,19,27,11
20191,A,골목상권,3110270,혜원여고,235,194,41,0,9,11,41,81,93,0,5,6,27,70,86,0,4,5,14,11,7
20191,R,전통시장,3130115,우림골목시장,447,179,268,1,81,82,102,116,65,0,24,31,51,45,28,1,57,51,51,71,37
20191,A,골목상권,3110256,면목2동체육관,980,552,428,3,70,140,249,297,221,2,30,70,125,178,147,1,40,70,124,119,74
20191,A,골목상권,3110264,면목역 2번,616,246,370,1,81,111,145,171,107,1,28,46,65,59,47,0,53,65,80,112,60
20191,A,골목상권,3110247,먹골역 1번,604,279,325,4,64,115,163,152,106,1,23,48,71,75,61,3,41,67,92,77,45
20191,R,전통시장,3130116,동성타워프라자,65,40,25,2,9,9,14,20,11,2,6,5,8,12,7,0,3,4,6,8,4
20191,R,전통시장,3130121,길음시장,39,18,21,0,9,10,8,7,5,0,3,5,5,1,4,0,6,5,3,6,1
20191,D,발달상권,3120073,미아사거리,974,342,632,12,211,241,237,178,95,4,56,88,106,43,45,8,155,153,131,135,50
20191,A,골목상권,3110305,보문역 5번,572,288,284,4,93,120,132,120,103,1,23,70,67,61,66,3,70,50,65,59,37
20191,A,골목상권,3110309,대광초등학교,540,320,220,1,79,133,160,109,58,0,32,73,99,76,40,1,47,60,61,33,18
20191,A,골목상권,3110325,장곡초등학교,130,54,76,1,17,26,38,40,8,0,3,10,18,18,5,1,14,16,20,22,3
20191,R,전통시장,3130119,정릉아리랑시장,32,16,16,0,5,2,10,11,4,0,3,1,3,6,3,0,2,1,7,5,1
20191,A,골목상권,3110290,북한산보국문역 1번,88,66,22,1,9,14,27,25,12,1,7,7,23,19,9,0,2,7,4,6,3
20191,A,골목상권,3110284,정릉북한산국립공원입구,524,478,46,1,7,53,173,211,79,0,3,49,158,193,75,1,4,4,15,18,4
20191,A,골목상권,3110320,KB국민은행 종암동지점,171,95,76,0,11,20,52,61,27,0,4,10,26,33,22,0,7,10,26,28,5
20191,A,골목상권,3110365,미아역 5번,101,35,66,1,4,20,35,31,10,1,1,9,11,10,3,0,3,11,24,21,7
20191,A,골목상권,3110378,송중동주민센터,162,84,78,0,19,45,55,32,11,0,9,26,24,16,9,0,10,19,31,16,2
20191,R,전통시장,3130140,숭인시장,242,99,143,1,45,49,49,53,45,0,6,19,21,24,29,1,39,30,28,29,16
20191,R,전통시장,3130137,"수유전통시장(수유시장, 수유골목시장)",212,102,110,0,16,40,43,56,57,0,4,22,19,27,30,0,12,18,24,29,27
20191,A,골목상권,3110372,강북중학교,149,84,65,0,12,22,31,50,34,0,3,14,17,26,24,0,9,8,14,24,10
20191,A,골목상권,3110348,강북문화예술회관,526,230,296,1,55,103,143,154,70,0,12,49,72,57,40,1,43,54,71,97,30
20191,R,전통시장,3130151,신도봉시장,48,23,25,0,3,7,11,19,8,0,3,4,6,8,2,0,0,3,5,11,6
20191,A,골목상권,3110406,도봉산역 1번,757,614,143,0,30,62,170,319,176,0,11,35,136,281,151,0,19,27,34,38,25
20191,A,골목상권,3110412,창동중학교,52,35,17,0,7,16,13,8,8,0,5,13,9,3,5,0,2,3,4,5,3
20191,R,전통시장,3130148,방학동도깨비시장,183,73,110,0,23,46,46,44,24,0,12,23,18,11,9,0,11,23,28,33,15
20191,A,골목상권,3110394,방학중학교,260,98,162,0,23,41,69,77,50,0,7,24,22,23,22,0,16,17,47,54,28
20191,A,골목상권,3110382,솔밭공원역 1번,409,192,217,2,57,50,59,138,103,1,10,22,21,62,76,1,47,28,38,76,27
20191,R,전통시장,3130144,백운시장,42,28,14,0,3,7,16,9,7,0,2,4,12,3,7,0,1,3,4,6,0
20191,R,전통시장,3130153,창동역상점가,679,336,343,1,71,112,146,166,183,0,28,62,73,68,105,1,43,50,73,98,78
20191,A,골목상권,3110409,창동역 2번,417,228,189,2,70,108,112,74,51,1,35,59,55,38,40,1,35,49,57,36,11
20191,A,골목상권,3110429,공릉동 국수거리,3311,1326,1985,18,417,545,736,921,674,11,170,308,341,316,180,7,247,237,395,605,494
20191,A,골목상권,3110419,수락산디자인거리,845,434,411,9,67,158,237,219,155,4,29,86,134,96,85,5,38,72,103,123,70
20191,A,골목상권,3110440,상계3동4동주민센터,90,37,53,0,11,16,20,31,12,0,2,10,8,9,8,0,9,6,12,22,4
20191,A,골목상권,3110421,석계역 1번,415,127,288,4,81,64,99,90,77,1,22,26,26,26,26,3,59,38,73,64,51
20191,A,골목상권,3110436,상계제일중학교,274,89,185,0,26,50,53,84,61,0,7,22,21,26,13,0,19,28,32,58,48
20191,A,골목상권,3110427,노원 을지대학교병원,205,146,59,0,9,31,57,70,38,0,6,18,37,53,32,0,3,13,20,17,6
20191,A,골목상권,3110454,선정중학교,117,27,90,0,12,17,35,26,27,0,4,9,5,6,3,0,8,8,30,20,24
20191,A,골목상권,3110447,구산초등학교,28,6,22,0,1,1,10,5,11,0,1,1,2,0,2,0,0,0,8,5,9
20191,A,골목상권,3110479,연신내역 2번,482,225,257,1,47,71,139,118,106,0,14,38,65,58,50,1,33,33,74,60,56
20191,R,전통시장,3130160,수일시장,17,5,12,0,1,4,3,5,4,0,0,0,0,3,2,0,1,4,3,2,2
20191,A,골목상권,3110469,응암정보도서관,587,260,327,1,65,110,159,160,92,0,26,53,65,70,46,1,39,57,94,90,46
20191,A,골목상권,3110461,새절역 2번,55,29,26,0,5,10,16,12,12,0,4,7,9,3,6,0,1,3,7,9,6
20191,A,골목상권,3110449,증산역 3번,843,478,365,4,87,165,193,202,192,3,32,70,102,135,136,1,55,95,91,67,56
20191,R,전통시장,3130172,모래내시장(서중시장),88,42,46,0,13,10,30,22,13,0,7,2,16,11,6,0,6,8,14,11,7
20191,A,골목상권,3110533,충정로역 7번,27,19,8,0,0,2,10,7,8,0,0,0,9,5,5,0,0,2,1,2,3
20191,A,골목상권,3110514,서대문우체국,115,55,60,0,23,32,25,28,7,0,11,15,12,12,5,0,12,17,13,16,2
20191,A,골목상권,3110526,봉원사,203,110,93,0,57,61,43,29,13,0,23,38,28,15,6,0,34,23,15,14,7
20191,A,골목상권,3110501,연희어린이공원,180,99,81,0,30,46,50,24,30,0,16,25,30,12,16,0,14,21,20,12,14
20191,A,골목상권,3110513,연희파출소,395,206,189,2,85,83,83,78,64,1,44,48,45,32,36,1,41,35,38,46,28
20191,A,골목상권,3110512,연희지하차도,415,151,264,0,56,56,101,115,87,0,21,29,31,36,34,0,35,27,70,79,53
20191,R,전통시장,3130182,영천시장,270,119,151,0,33,55,65,67,50,0,8,25,28,34,24,0,25,30,37,33,26
20191,A,골목상권,3110539,미근동,3980,2503,1477,10,423,1097,1292,968,190,5,177,780,850,558,133,5,246,317,442,410,57
20191,A,골목상권,3110515,홍은중학교,146,111,35,0,12,44,51,25,14,0,9,37,39,17,9,0,3,7,12,8,5
20191,R,전통시장,3130196,공덕시장,1829,769,1060,32,694,410,365,224,104,12,257,211,127,84,78,20,437,199,238,140,26
20191,A,골목상권,3110589,애오개역 3번,68,27,41,0,4,12,25,21,6,0,1,2,12,9,3,0,3,10,13,12,3
20191,A,골목상권,3110574,서강대학교,333,159,174,3,73,92,89,63,13,1,26,39,55,33,5,2,47,53,34,30,8
20191,A,골목상권,3110540,망원나들목체육관,149,87,62,0,6,30,43,40,30,0,2,19,32,16,18,0,4,11,11,24,12
20191,R,전통시장,3130185,망원월드컵시장,270,158,112,0,47,84,77,39,23,0,23,52,48,18,17,0,24,32,29,21,6
20191,A,골목상권,3110547,KB국민은행 망원동지점,442,213,229,1,51,97,126,114,53,0,18,42,66,59,28,1,33,55,60,55,25
20191,D,발달상권,3120105,상수역(홍대),1744,908,836,12,530,639,340,128,95,7,217,347,211,70,56,5,313,292,129,58,39
20191,A,골목상권,3110568,광흥창역 1번,118,54,64,0,17,15,30,26,30,0,9,9,11,6,19,0,8,6,19,20,11
20191,D,발달상권,3120102,서교동(홍대),9832,4980,4852,48,1968,2476,2094,1523,1723,15,735,1311,1335,904,680,33,1233,1165,759,619,1043
20191,D,발달상권,3120104,연남동(홍대),11404,5297,6107,77,3410,3356,2177,1422,962,41,1167,1743,1226,664,456,36,2243,1613,951,758,506
20191,A,골목상권,3110564,홍대입구역 3번,942,477,465,4,215,318,250,113,42,0,79,166,168,46,18,4,136,152,82,67,24
20191,R,전통시장,3130184,마포농수산물시장,795,518,277,1,31,72,159,266,266,1,23,50,103,159,182,0,8,22,56,107,84
20191,A,골목상권,3110543,중암중학교,18,13,5,0,4,4,4,6,0,0,2,3,3,5,0,0,2,1,1,1,0
20191,A,골목상권,3110584,아현역 4번,133,49,84,1,16,27,36,35,18,0,3,9,15,11,11,1,13,18,21,24,7
20191,R,전통시장,3130192,동진시장,50,23,27,0,10,10,11,7,12,0,2,8,3,3,7,0,8,2,8,4,5
20191,A,골목상권,3110559,성산중학교,1263,741,522,11,300,387,278,185,102,11,120,233,176,127,74,0,180,154,102,58,28
20191,D,발달상권,3120110,목동역 8번출구,1926,736,1190,11,377,396,427,382,333,7,101,160,192,125,151,4,276,236,235,257,182
20191,A,골목상권,3110624,목동문화체육센터,99,40,59,1,10,29,30,20,9,1,6,11,8,9,5,0,4,18,22,11,4
20191,A,골목상권,3110628,신목동역,301,202,99,0,39,119,68,48,27,0,13,80,51,36,22,0,26,39,17,12,5
20191,D,발달상권,3120111,목동사거리,1148,507,641,1,138,214,275,295,225,1,59,101,124,108,114,0,79,113,151,187,111
20191,A,골목상권,3110618,강서고등학교,193,88,105,1,23,37,36,60,36,1,11,21,18,21,16,0,12,16,18,39,20
20191,R,전통시장,3130209,목사랑시장(목4동시장),105,33,72,0,13,18,33,29,12,0,3,2,9,11,8,0,10,16,24,18,4
20191,A,골목상권,3110601,신월1동우편취급국,1286,848,438,3,98,173,310,454,248,3,44,109,209,315,168,0,54,64,101,139,80
20191,A,골목상권,3110596,서서울호수공원,401,204,197,0,37,72,113,108,71,0,27,40,58,49,30,0,10,32,55,59,41
20191,R,전통시장,3130199,신월3동 골목시장,21,8,13,0,1,4,10,2,4,0,1,1,5,0,1,0,0,3,5,2,3
20191,A,골목상권,3110592,서울금융고등학교,789,645,144,1,21,64,135,269,299,0,9,41,91,228,276,1,12,23,44,41,23
20191,A,골목상권,3110647,화곡역 5번,1063,480,583,5,114,219,313,263,149,4,44,102,143,116,71,1,70,117,170,147,78
20191,A,골목상권,3110615,신서초등학교,197,115,82,2,31,39,56,48,21,0,17,26,40,23,9,2,14,13,16,25,12
20191,A,골목상권,3110625,신정2동주민센터,512,228,284,6,63,108,152,115,68,2,22,51,72,41,40,4,41,57,80,74,28
20191,A,골목상권,3110614,목동로데오거리,626,307,319,2,61,100,151,194,118,2,36,63,81,76,49,0,25,37,70,118,69
20191,A,골목상권,3110629,송정역 4번,285,141,144,3,61,69,69,49,34,0,21,34,37,29,20,3,40,35,32,20,14
20191,A,골목상권,3110672,백석중학교,113,39,74,0,13,22,29,36,13,0,2,9,8,11,9,0,11,13,21,25,4
20191,A,골목상권,3110636,방화역 2번,386,137,249,1,50,103,99,93,40,0,17,47,42,19,12,1,33,56,57,74,28
20191,A,골목상권,3110662,까치산역 1번,357,117,240,2,23,63,112,89,68,0,6,30,34,21,26,2,17,33,78,68,42
20191,A,골목상권,3110663,우장산롯데캐슬아파트앞,192,103,89,0,24,35,54,55,24,0,13,14,25,33,18,0,11,21,29,22,6
20191,A,골목상권,3110659,화곡역 4번,592,205,387,1,81,133,159,117,101,0,27,48,52,39,39,1,54,85,107,78,62
20191,A,골목상권,3110717,남구로역 2번,772,235,537,1,85,139,168,214,165,1,19,57,55,59,44,0,66,82,113,155,121
20191,A,골목상권,3110709,구로119안전센터,232,107,125,0,22,35,59,67,49,0,13,20,26,25,23,0,9,15,33,42,26
20191,A,골목상권,3110712,남구로역 5번,300,107,193,0,32,61,86,68,53,0,4,26,38,25,14,0,28,35,48,43,39
20191,A,골목상권,3110720,대림역 2번,331,121,210,0,28,85,104,63,51,0,6,23,30,27,35,0,22,62,74,36,16
20191,A,골목상권,3110715,구로구민회관,136,62,74,0,18,23,35,33,27,0,2,13,25,15,7,0,16,10,10,18,20
20191,A,골목상권,3110680,온수역 5번(온수산업단지),952,753,199,3,77,131,183,315,243,3,54,89,132,251,224,0,23,42,51,64,19
20191,A,골목상권,3110686,수궁동주민센터,402,232,170,0,57,103,130,64,48,0,26,54,78,41,33,0,31,49,52,23,15
20191,A,골목상권,3110707,구로창업지원센터,1472,1073,399,5,132,276,364,452,243,5,90,204,262,326,186,0,42,72,102,126,57
20191,R,전통시장,3130222,오류시장,134,42,92,0,22,26,41,28,17,0,4,4,12,12,10,0,18,22,29,16,7
20191,A,골목상권,3110690,오류2동버들시장,931,315,616,0,94,222,234,235,146,0,23,83,81,63,65,0,71,139,153,172,81
20191,A,골목상권,3110728,두산초등학교,1124,646,478,2,195,291,308,243,85,2,67,193,174,149,61,0,128,98,134,94,24
20191,D,발달상권,3120133,서울시흥동우체국(홈플러스시흥점),410,174,236,2,59,90,88,99,72,1,23,44,31,41,34,1,36,46,57,58,38
20191,R,전통시장,3130237,박미시장(기능상실),20,8,12,1,3,3,3,10,0,0,0,3,1,4,0,1,3,0,2,6,0
20191,A,골목상권,3110770,영등포구청역 6번,507,286,221,0,50,75,113,128,141,0,24,41,65,67,89,0,26,34,48,61,52
20191,A,골목상권,3110786,당산역 8번,211,121,90,0,31,45,64,38,33,0,12,25,40,22,22,0,19,20,24,16,11
20191,D,발달상권,3120142,대림역,1650,927,723,1,168,323,455,444,259,1,66,178,263,259,160,0,102,145,192,185,99
20191,R,전통시장,3130242,대림중앙 골목형상점가,65,25,40,0,3,18,19,14,11,0,1,10,6,4,4,0,2,8,13,10,7
20191,R,전통시장,3130243,도림시장,44,29,15,0,3,11,15,11,4,0,2,9,10,6,2,0,1,2,5,5,2
20191,A,골목상권,3110797,KT대방빌딩,52,14,38,2,8,10,12,8,12,0,2,1,2,2,7,2,6,9,10,6,5
20191,A,골목상권,3110812,신길6동주민센터,413,265,148,2,62,116,103,88,42,1,28,84,80,40,32,1,34,32,23,48,10
20191,A,골목상권,3110757,양평역 2번,2740,1554,1186,8,443,718,688,492,391,7,223,453,353,252,266,1,220,265,335,240,125
20191,D,발달상권,3120135,양평역,7046,3893,3153,46,1785,1850,1681,1121,563,17,795,1123,925,556,477,29,990,727,756,565,86
20191,A,골목상권,3110760,선유도역 6번,13555,8718,4837,28,2328,4623,4174,1994,408,12,1208,2938,2792,1447,321,16,1120,1685,1382,547,87
20191,D,발달상권,3120149,여의도역(여의도),127189,74673,52516,490,19224,40900,38489,21819,6267,108,8518,21874,24162,16294,3717,382,10706,19026,14327,5525,2550
20191,A,골목상권,3110834,동작구자원봉사센터,138,57,81,0,16,23,36,45,18,0,8,14,15,13,7,0,8,9,21,32,11
20191,A,골목상권,3110821,보라매역 2번,356,181,175,2,47,71,93,95,48,2,13,34,51,54,27,0,34,37,42,41,21
20191,A,골목상권,3110833,상도역 2번,201,107,94,2,34,44,55,54,12,0,16,25,32,27,7,2,18,19,23,27,5
20191,A,골목상권,3110831,상도4동주민센터,139,68,71,0,17,28,47,33,14,0,12,10,21,15,10,0,5,18,26,18,4
20191,R,전통시장,3130261,성대전통시장(성대시장),435,186,249,9,70,93,107,101,55,4,31,40,47,36,28,5,39,53,60,65,27
20191,A,골목상권,3110881,구립대학경로당(관악산샘말공원),479,247,232,2,54,89,136,115,83,1,25,49,71,55,46,1,29,40,65,60,37
20191,R,전통시장,3130286,신신림시장(삼성동시장),36,18,18,0,3,7,14,8,4,0,2,5,7,3,1,0,1,2,7,5,3
20191,A,골목상권,3110876,서원동주민센터(신관중학교),89,40,49,0,14,19,16,25,15,0,5,9,4,14,8,0,9,10,12,11,7
20191,A,골목상권,3110894,관악동부센트레빌아파트(은천로35라길),8,6,2,0,1,1,1,4,1,0,1,0,1,3,1,0,0,1,0,1,0
20191,A,골목상권,3110884,봉천역 4번(봉천110안전센터),478,360,118,0,38,50,92,135,163,0,11,21,65,115,148,0,27,29,27,20,15
20191,D,발달상권,3120165,서래마을카페거리(서래마을),3048,1610,1438,48,780,818,690,436,276,16,338,446,391,268,151,32,442,372,299,168,125
20191,A,골목상권,3110917,서초소방서,1324,989,335,0,174,445,399,242,64,0,100,348,316,183,42,0,74,97,83,59,22
20191,A,골목상권,3110911,방배배수지체육공원,323,233,90,0,50,49,52,67,105,0,18,17,35,62,101,0,32,32,17,5,4
20191,A,골목상권,3110913,방현초등학교(방배119안전센터),3290,1821,1469,26,815,990,694,429,336,8,259,539,457,315,243,18,556,451,237,114,93
20191,A,골목상권,3110923,방배역 1번,89,55,34,0,10,15,26,28,10,0,4,9,16,18,8,0,6,6,10,10,2
20191,A,골목상권,3110914,내방역 6번,133,89,44,0,31,55,24,16,7,0,17,39,17,11,5,0,14,16,7,5,2
20191,A,골목상권,3110915,서래초등학교,177,100,77,0,50,50,38,22,17,0,28,31,18,12,11,0,22,19,20,10,6
20191,A,골목상권,3110935,한전아트센터,588,443,145,4,107,167,170,88,52,3,54,124,142,75,45,1,53,43,28,13,7
20191,D,발달상권,3120171,서초3동사거리,10972,6761,4211,33,1942,3117,2555,1732,1593,11,837,1989,1800,1082,1042,22,1105,1128,755,650,551
20191,D,발달상권,3120181,교육개발원입구사거리,7084,4534,2550,26,1235,2116,1636,1194,877,9,597,1414,1198,771,545,17,638,702,438,423,332
20191,A,골목상권,3110943,법제교육센터(버들어린이공원),1291,731,560,4,184,432,372,188,111,0,83,201,238,134,75,4,101,231,134,54,36
20191,A,골목상권,3110980,개포지구대옆,613,361,252,2,95,147,160,125,84,0,31,78,104,82,66,2,64,69,56,43,18
20191,A,골목상권,3110950,논현역 7번,344,203,141,0,76,128,85,36,19,0,26,78,60,23,16,0,50,50,25,13,3
20191,D,발달상권,3120200,학동사거리,15890,7170,8720,119,5867,5566,2635,1043,660,53,1865,2671,1460,660,461,66,4002,2895,1175,383,199
20191,D,발달상권,3120223,휘문고교사거리,7590,4521,3069,27,1449,2885,1838,811,580,13,562,1769,1274,532,371,14,887,1116,564,279,209
20191,D,발달상권,3120210,선릉역,59677,30858,28819,276,16803,16797,12596,8884,4321,122,6802,9517,7145,4609,2663,154,10001,7280,5451,4275,1658
20191,D,발달상권,3120201,도곡1동,7227,4151,3076,32,1363,2255,1897,1028,652,9,527,1220,1273,655,467,23,836,1035,624,373,185
20191,A,골목상권,3110978,도곡2동주민센터(대치중학교),348,208,140,1,32,63,85,128,39,1,16,43,53,68,27,0,16,20,32,60,12
20191,A,골목상권,3110991,삼성중앙역 5번,994,595,399,1,167,443,223,114,46,0,47,277,153,85,33,1,120,166,70,29,13
20191,D,발달상권,3120218,코엑스,13249,7986,5263,26,3106,4492,3710,1554,361,12,1145,2411,2837,1323,258,14,1961,2081,873,231,103
20191,A,골목상권,3110995,봉은사역 4번,3236,1812,1424,11,367,737,793,911,417,6,152,434,480,473,267,5,215,303,313,438,150
20191,A,골목상권,3110988,청담역 3번,347,154,193,4,82,121,64,42,34,1,29,59,32,20,13,3,53,62,32,22,21
